Tempo_ms,Movimento,LDR
292040,0,502
292185,0,510
292328,0,511
292472,0,512
292617,0,511
292761,0,512
292904,0,511
293049,0,511
293193,0,512
293338,0,512
293481,0,511
293625,0,511
293770,0,511
293914,0,511
294057,0,509
294202,0,509
294346,0,509
294491,0,512
294635,0,512
294778,0,513
294923,0,511
295067,1,511
295213,1,510
295358,1,509
295504,1,509
295650,1,507
295795,1,507
295941,1,507
296086,1,505
296232,1,501
296378,1,496
296523,1,490
296669,1,487
296814,1,487
296961,1,486
297106,1,484
297251,1,484
297397,1,484
297543,1,485
297689,1,484
297834,1,483
297979,1,483
298125,1,482
298271,1,484
298417,1,482
298562,1,482
298707,1,480
298854,1,480
298999,1,480
299145,1,480
299290,1,478
299436,0,475
299580,0,472
299724,0,468
299869,0,465
300012,0,464
300156,0,462
300301,0,462
300445,0,462
300590,0,461
300733,0,461
300877,0,462
301022,0,461
301166,0,461
301309,0,460
301454,0,462
301598,0,462
301743,0,465
301886,1,466
302032,1,470
302178,1,475
302323,1,481
302469,1,488
302615,1,491
302760,1,495
302906,0,500
303050,0,503
303195,0,501
303338,0,498
303482,0,493
303627,0,492
303771,0,490
303915,0,487
304059,0,488
304203,0,486
304348,0,485
304491,0,484
304635,0,484
304780,0,484
304924,0,484
305068,0,485
305212,1,486
305357,1,487
305504,1,488
305649,1,486
305795,1,484
305940,1,482
306085,1,481
306232,1,481
306377,1,482
306523,1,480
306668,1,481
306814,0,480
306958,0,479
307102,0,478
307247,0,477
307391,0,476
307534,0,475
307679,0,474
307823,0,473
307968,0,470
308111,0,469
308255,0,469
308400,0,468
308544,0,467
308688,0,467
308832,0,468
308976,1,467
309122,1,467
309267,1,468
309413,1,468
309559,1,470
309704,1,468
309850,1,468
309996,1,468
310141,1,466
310287,1,466
310432,1,464
310579,0,462
310722,0,462
310866,0,462
311011,0,461
311155,0,460
311299,0,460
311443,0,461
311587,0,462
311732,0,464
311875,0,464
312019,0,469
312164,0,479
312308,0,483
312452,0,488
312596,0,493
312740,0,497
312885,0,504
313028,0,506
313172,0,507
313317,0,503
313461,0,500
313606,0,496
313749,0,494
313893,0,494
314038,0,497
314182,0,503
314326,1,509
314472,1,524
314617,1,538
314763,1,557
314908,1,588
315054,1,610
315200,1,597
315345,0,572
315490,0,548
315633,0,509
315778,0,489
315922,0,479
316066,0,478
316211,0,475
316354,0,476
316498,0,475
316643,0,476
316787,0,477
316931,0,476
317075,0,477
317219,0,475
317364,0,476
317507,0,477
317651,1,477
317797,1,477
317943,1,478
318089,1,479
318234,1,479
318380,1,478
318526,1,480
318671,0,480
318816,0,479
318959,0,479
319104,0,479
319248,0,480
319392,0,479
319536,0,480
319680,0,478
319824,0,479
319969,0,478
320112,0,479
320257,0,478
320401,0,478
320545,0,479
320689,0,478
320833,0,480
320977,0,481
321122,0,481
321265,0,480
321410,0,479
321554,0,479
321698,0,479
321843,0,478
321986,0,478
322130,1,477
322276,1,476
322421,1,476
322568,1,477
322713,1,477
322859,1,476
323004,1,476
323150,1,475
323296,0,475
323440,0,475
323584,0,477
323728,0,476
323872,0,475
324017,0,476
324160,0,476
324304,0,476
324449,0,475
324593,0,475
324737,0,476
324881,0,475
325025,0,475
325170,0,476
325313,0,475
325457,0,476
325602,0,476
325746,0,476
325891,0,476
326034,0,477
326178,0,475
